7.97,43.3,16.38,20.89,41.37,8,178.26,42.34,497.5,120.38,37.44,1
7.94,33.9,17.75,34.09,42.9,9.3,132.8,41.9,529,145.5,38.72,1
2.41,50.4,18.12,29.99,45.84,10.6,145.6,40.05,540.4,150.32,35.69,1
8.11,49.5,16.52,28.92,46.86,11.5,157.78,42.94,547.5,140.99,41.64,1
7.89,45.2,16.93,34.69,53.35,9.05,157.35,43.74,551.8,157.09,40.86,1
7.96,52.7,13.94,2.2,50.85,10.5,159.31,41.42,527.5,133.35,37.01,1
8.34,43.7,14.95,26.94,41.02,9.42,137.7,37.66,489,129.51,37.65,1
7.71,41,11,21.8,46,11,129,40,498.6,102,35.81,1
7.89,48,14,24.6,39,9,127,43,473.8,119,35.8,1
7.55,37.8,12,29,47,7,98,26,421.7,123,32.13,1
7.33,32.3,14,26,32,6,110,1.2,413.8,122,30.48,1
7.64,31,14,26,35,7,118,37,453.8,122,32.79,1
8.09,35,0.18,22,40,7,141,31,493,128,31.88,1
7.42,44,16,28,43,8,115,44,524.8,136,35.58,1
7.69,45,19,33,44,8.5,162,31,567,160,40.29,1
7.95,45,16,31,44,8.6,163,51,553,145,39.7,1
8.01,45,15.03,28,8.98,8.8,161,52,350,133,36.78,1
7.87,51,12.91,21,46,12.4,156,38,553.3,105,39.3,1
7.82,48,16.28,30,46,11.6,153,42,531.3,142,41.15,1
7.93,93,11,20.2,48,10.8,145,36,519.6,96,38.68,1
8.02,38,15,22.4,45,11.2,148,35,488.6,120,38.15,1
8.08,34,14,24.7,43,8.6,118,39,438.2,120,34.53,1
7.59,16,7.4,14.7,14,5.8,73,23,292.2,67,23.12,1
7.73,26,11,17.7,26,4.2,103,30,379.5,91,26.56,1
7.79,32,13,24.4,33,7.1,112,33,438.5,114,31.95,1
7.95,20.6,13.8,21.1,12.8,3.1,80.6,52,287,109.6,25.66,1
7.62,29.9,14.8,20.3,12.5,3.6,95.4,26,292,111.8,26.52,1
7.8,30,15,25,14,3.3,89.8,24.8,290,100,26.47,1
7.53,17.1,15.2,22.9,16.7,4.5,87.5,64.7,317,119.9,27.77,1
7.47,20.1,16.2,21.9,13.3,4.3,98.8,51.4,328,124,28.11,1
7.46,9.7,14.9,22.6,14,7.6,81.9,43,354,117.9,29.03,1
7.43,21.6,13.3,26.6,12.9,4.2,64.2,55.5,354,107.8,26.25,1
7.32,18.8,13.9,20.9,11.2,4,77.1,45.1,315,103.8,25.3,1
7.37,18.8,11,17.1,14,4,65.1,36.3,275,103.8,23.52,1
7.55,16.3,12,12.6,16.3,4.4,74.6,26.3,279,103.8,23.86,1
7.3,19,15,20,22,5.4,72.03,22.52,300.5,112.4,26.31,1
7.59,18,14,20.48,21,5.2,105.44,24.3,305.3,108.23,27.68,1
7.6,18,15.33,20.67,22.7,5.4,125.83,58.04,328.3,115.45,30.04,1
7.68,19,16.4,21,27.5,7.1,113.31,21.85,323.6,120.73,30.74,1
7.49,23,17.67,21.03,23.6,8.3,106.89,28.61,325.5,126.07,31.77,1
7.3,15.94,12.86,18.19,20,7.04,77.81,46.79,278,98.97,26.92,1
7.29,19.21,14.13,20.21,17.7,5.42,83.05,63.03,277,109.29,27.08,1
7.19,17.83,12.53,19,14.7,3.82,91.13,40.35,300,99.6,24.97,1
7.31,16.09,13.29,18.25,10.8,3.27,96.8,41,294,100.91,24.79,1
7.14,20.05,11.26,14.52,15.4,4.08,103.23,36,304,106.42,25.17,1
7.35,22,16.5,19.5,14.9,4.2,113.63,36,333.8,117.4,28.05,1
6.88,23,17.5,20.5,18.3,5.4,123.29,20,340.8,124.06,29.36,1
6.69,24,18,18.5,17.7,5.6,115.26,45,341,121.16,29.21,1
7.74,72.95,19.62,36.24,20,10.29,111.78,33,328,172.16,39.58,1
7.95,67.9,18.6,29.2,19.9,11,100.8,30.3,333,135.2,37.41,1
7.57,32.66,16.67,22.49,20.9,8.68,110.67,34,342.4,125.55,32.83,1
7.71,28.3,17,20,22.4,10,114.57,28,363.6,120.73,33.6,1
7.49,22,15.78,22.8,26.7,7.2,110.55,31,377.2,122.65,31.24,1
7.29,16.38,13.94,18.82,25.3,7.99,104.68,32,333,105.04,29.52,1
6.81,15.3,12.09,17.75,16.7,5.5,59.93,30.3,195.3,94.66,23.29,1
6.84,10.93,9.29,11.28,8.52,3.73,79.1,14.48,241.6,66.86,20.22,1
7.02,14,11.75,15.25,9.98,4,86,16.03,233.3,87.01,22.62,1
6.63,9,8.75,12.75,16.82,4.2,60,0.71,165.5,68.27,19.14,1
6.72,9.4,8.82,13.63,4.35,3.63,61.14,36.06,199,70.79,19.51,1
6.86,9.44,8.36,13.63,6.7,2.77,60.15,29.78,205.1,68.87,18.79,1
7.26,11.34,7.46,11.35,8.39,2.67,70.63,29.81,219.6,59.4,19.06,1
7.33,26.94,8.3,15.58,11.11,4.35,70.78,20.65,244.3,73.45,22.25,1
7.12,14.15,6.23,13.72,13.21,4.13,71.38,27.88,252.7,72.76,20.95,1
7.1,14.39,9.9,19.07,9.68,4.01,79.86,47.31,271.4,88.82,23.38,1
7.25,12.84,53.51,27.92,25,5,89.79,46.41,296.5,292.61,40.41,1
7.32,10,12.5,17.51,25,8.3,108.38,31.8,309.8,185,31.52,1
7.12,12.1,9.92,13.59,25,5.98,94.45,25.77,277.9,75.26,24.49,1
7.2,11,13.79,16.53,25,5.2,90.15,20.77,279.6,98.71,25.42,1
7.33,15,25.43,21.73,37,6.6,110.28,24.11,306.6,160.18,32.87,1
7.58,14.3,17.44,19.89,25,6.6,128.59,30.45,322,122.32,30.92,1
7.56,36.06,16.45,27.84,25,7.27,109.19,34.56,329,138.02,32.89,1
7.66,21.8,16.24,23.21,25,5.5,104.89,37.33,336,125.58,29.91,1
7.41,19.3,17,23.07,19.23,9.2,107.03,39.62,348.7,99.2,31.72,1
7.71,20.9,19,26.17,25,8.3,115.11,39.13,363.3,90.5,32.48,1
7.54,21,18.7,23.88,25,7.2,110.78,40.24,390,137.43,32.54,1
7.57,39.71,24.3,10,25,10.27,108.73,47.97,413.5,125.9,34.91,1
7.49,30.32,12.39,18.71,25.31,9.23,118.22,50.8,445,144.92,33.75,1
7.62,0,17.01,28.92,25.11,8.95,128.46,61.62,493.5,143.03,35.21,1
7.5,36.07,17.03,29.11,75.38,8.69,126.06,89.91,487,143.57,38.48,1
7.5,30.58,17.54,24.68,25,7.65,114.61,59.22,456,134.66,33.96,1
7.24,28.4,13.73,19.33,25,6.99,122.52,44.03,388.6,105.45,30.61,1
7.95,30,15.1,20.5,24.8,7,135.2,50.5,400,100,32.33,1
6.88,35.3,11.1,14.7,25,5,67.6,32.6,265.2,83,24,1
7.01,20.34,13.07,17.55,25,5,132.7,35.56,319,98.22,27.9,1
7.17,20.34,14.28,16.93,25,9,118.51,26.7,336.7,101.72,30.62,1
7.27,32,14.9,20.3,26.89,12.5,98.62,32.76,316.86,109.89,33.83,1
7.23,30.8,17.9,21.51,46.68,11.1,101.49,32.22,438.6,128.25,35.29,1
7.09,28.3,16.38,20.4,30.23,12.2,122.06,46.11,430,121.02,35.89,1
7.09,30.1,20.47,27.08,34.52,13.1,122,53.55,449,152.56,39.53,1
7.09,36.3,15.96,27.63,36.95,15.3,194,52.39,453.3,135.44,43.56,1
6.77,18.4,12.54,14.84,10.65,7,89.94,25.68,266,89.28,25.57,1
6.25,22,14,17,10,5,124,1.6,236,99,25.48,1
6.29,17,11,15,13,5,80,27,262.5,82,22.68,1
6.8,13,9,10,6.7,6,69,13,273.5,61,21.24,1
6.43,17,11,11,12,5,76,41,307.8,86,22.74,1
6.41,19,13,17,16,7,141,3.3,271.6,96,27.91,1
6.21,19,14,11,20,8,81,15,291,87,25.38,1
6.87,20,12,13,17,15,99,3.6,344,95.4,32.28,1
7.26,29,15,18,21,13,100,26,350.8,106,33.62,1
7.38,27,12,15.3,22,12,108,40,359.5,89,32.19,1
7.25,27,14,19.4,27,15.2,109,35,384.2,106,36.11,1
7.06,26,10,13.6,18,11.8,109,23,358.3,77,30.37,1
6.85,32,16,21.1,22,11.2,127,41,308.7,120,34.3,1
7,18,10,15,5,2.7,96,43,291.4,80,22.34,1
6.68,19,11,12.7,6.9,3.5,91,54,309.8,77,22.63,1
6.66,14,24,49.7,17,1.6,208,15,307,224,37.15,1
7.17,17.3,11,50,21.8,5.9,180.3,18.9,2.1,195,35.16,1
6.96,24,12,2,23,6.8,95,31,315.3,84,25,1
6.99,27,9.9,14.4,26,8.6,71,39,306,77,26.53,1
7.94,68,60,70,112,9,119.63,351,453,422,69.37,0
8,50,45,61,448,8,139.46,246,564,337,71.76,0
7.98,110,53,78,67,10,59.04,164,489,413,64.34,0
7.43,64,29,63,142,22,157.57,183,1640,277,79.36,0
7.49,138,36,94,282,11,158.07,50,1850,383,86.67,0
7.26,68,26,56,197,9,146.42,171,489,247,56.43,0
7.42,72,40,73,184,10,49.9,149,536,347,60.46,0
7.25,112,45,60,164,20,104.67,150,615,335,71.37,0
7.43,390,48,96,130,5,93.83,182,485,437,78.54,0
7.85,194,36,96,84,40,34.81,41,406,388,85.43,0
7.45,75,51,62,143,13,142,41,437,365,64.08,0
7.66,110,55,84,130,7,153.24,33,429,436,66.76,0
7.5,162,34,63,89,11,141,33,483,297,60.17,0
8.01,63,41,90,167,11,63.25,43,444,393,62.22,0
7.79,68,36,60,172,8,123.25,121,494,298,57.35,0
7.43,96,33,92,123,7,145.35,31,1550,366,71.57,0
7.67,59,28,49,46,6,136.48,58,1265,238,54.21,0
7.78,100,21,84,44,5,143.78,56,1320,296,60.94,0
7.26,56,40,92,56,11,151.09,25,1555,394,72.92,0
7.14,108,23,59,105,5,158.39,26,1330,242,58.47,0
8,68,31,76,87,13,165.7,23,1410,317,69.85,0
8.33,95,29,80,88,6,173,29,1205,319,64.65,0
8.33,86,28,72,100,6,180.31,32,1180,295,62.86,0
8.03,49,22,81,95,11,187.61,29,1363,293,66.61,0
7.56,66,35,60,124,40,194.92,45,1280,294,89.42,0
7.4,49,37,69,188,19,202.22,49,1305,325,77.58,0
7.28,96,34,48,154,16,28.95,304,1340,260,68.36,0
7.12,328,23,59,111,26,116.45,108,1568,242,86.56,0
7.24,30,31,52,188,28,135.95,151,1160,257,75.53,0
7.3,156,36,57,180,33,118.83,314,1380,290,91.81,0
7.32,172,37,63,189,9,11.56,672,1589,310,79.93,0
7.23,252,38,57,197,19,124.21,231,1147,299,83.01,0
7.42,114,41,81,114,18,91.18,203,1480,371,80.67,0
6.98,70,30,89,138,12,35.47,170,1610,346,70.84,0
7.14,54,88,92,165,23,113.85,155,1113,592,96,0
7.4,60,44,86,142,36,14.39,118,1785,396,92.66,0
7.28,236,36,84,168,13,49.85,249,1280,358,79.91,0
7.56,172,32,87,52,5,49.33,34,1540,349,65.77,0
7.64,72,32,76,64,32,162.09,70,1495,321,85.26,0
7.2,90,26,59,40,29,43.84,85,1660,254,74.06,0
7.22,92,32,57,128,13,59.64,76,1850,274,68.66,0
6.92,304,14,49,165,19,178.65,62,1740,180,80.63,0
7.51,136,15,55,144,9,181.89,65,1505,199,64.62,0
7.47,332,26,63,120,16,132.61,193,1343,264,81.45,0
7.25,148,32,84,100,3,39.93,63,1240,341,60.77,0
7.16,104,35,61,287,16,122.18,43,1840,296,80.08,0
7.02,136,21,49,524,20,132.08,31,3215,209,99.23,0
7.37,99,14,63,198,26,83.24,196,424,215,65.47,0
6.71,83,16,87,290,11,40.22,391,326,283,61.48,0
7.83,56,25,49,176,8,113.51,1159,505,225,69.96,0
7.89,54,14,86,120,6,113.41,342,432,272,55.02,0
8.1,114,16,74,456,8,132.3,269,543,251,68.58,0
7.56,192,25,96,59,24,53.9,168,492,343,72.88,0
7.47,56,35,72,128,18,152.25,183,1630,324,78.84,0
7.13,228,18,99,200,9,153.92,52,1800,321,81.22,0
7.25,99,37,63,203,10,140.18,179,465,310,63.15,0
7.49,109,39,81,184,11,44.76,154,506,363,63.79,0
7.37,110,32,76,165,28,99.49,153,589,321,76.19,0
7.85,56,29,89,126,12,88.59,189,414,342,60.92,0
7.7,156,18,76,92,14,29.32,41,424,264,54.58,0
7.53,110,38,92,139,65,136.76,42,490,386,107.25,0
7.83,122,13,63,134,45,147.98,35,442,211,79.3,0
7.65,156,39,61,91,58,133.75,33,500,313,96.7,0
8.06,66,32,85,164,43,56.12,42,469,344,82.74,0
7.98,91,38,48,176,35,115.59,44,509,276,75.8,0
7.73,109,39,100,112,24,137.16,29,1560,410,88.08,0
7.88,68,32,56,50,27,127.75,95,1355,272,74.64,0
8.04,152,35,69,46,52,134.53,91,1263,316,100.18,0
7.27,73,19,92,52,84,141.3,29,1565,308,122.19,0
7.21,129,36,73,73,24,148.08,26,1310,330,78.97,0
8.23,59,38,81,85,103,154.85,28,1340,359,139.82,0
8.49,86,19,56,88,43,161.63,27,1260,218,84.64,0
8.36,94,28,36,100,48,168.4,31,1207,205,87.69,0
8.09,53,23,85,95,49,175.18,27,1323,307,95.72,0
7.44,83,26,49,127,26,181.95,55,1245,229,73.86,0
7.34,71,34,52,204,16,188.73,48,1020,270,68.93,0
